ID;Active (0/1);Name *;Categories (x,y,z...);Wholesale price;Brand;Delivery;Availability;Description
;1;Plecak Venom 2 Spider-Man Marvel 41 cm;Difuzed,Marvel;239,00zł;Difuzed;24 godziny;Produkt dostępny;<div class="resetcss" itemprop="description"><p> </p><p><strong><span style="font-size: 10pt;">Plecak Venom 2 Spider-Man Marvel 41 cm.</span></strong></p><p><span style="font-size: 10pt;">Świetny i funkcjonalny gadżet, na pewno sprawdzi się w szkole, na uczelni czy w pracy.</span></p><p> </p><p><span style="font-size: 10pt;">Wymiary: 41 x 30 x 14 cm.</span></p><p><span style="font-size: 10pt;">Materiał: poliester.</span></p><p><span style="font-size: 10pt;">Produkt licencjonowany, oryginany.</span></p></div>
;1;Figurka Spider-Man Epic Hero Series Web Splashers Venom Green Symbiote Hydro Wing Blast 10 cm;Hasbro,Marvel;129,00zł;Hasbro;4-7 dni;Produkt dostępny;<div class="resetcss" itemprop="description"><p><strong>Figurka Spider-Man Epic Hero Series Web Splashers Venom Green Symbiote Hydro Wing Blast 10 cm</strong></p><p>Wymiary: ok. 10 cm.</p><p>Całość w oryginalnym opakowaniu.</p><p>Produkt oryginalny, licencjonowany.</p><p>Jak na zdjęciu.</p><p>Ciekawy pomysł na prezent dla fana Spidermana.</p><p>Sprawdź także pozostałe figurki dostępne w naszym geekowym sklepie.</p></div>
;1;Figurka Hulkbuster Hasbro Marvel Legends 23 cm;Hasbro,Marvel;375,00zł;Hasbro;4-7 dni;Produkt dostępny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: 10pt;">Figurka Hulkbuster Hasbro Marvel Legends 23 cm.</span></strong></p><p><span style="font-size: 10pt;">Figurka posiada kilka punktów artykulacji.</span></p><p><span style="font-size: 10pt;">Możliwość ustawienia figurki w różnych pozycjach.</span></p><p><span style="font-size: 10pt;">Dodatkowe akcesoria zawarte w zestawie.</span></p><p><span style="font-size: 10pt;">Wymiary: ok. 23 cm.</span></p><p><span style="font-size: 10pt;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: 10pt;"><strong>Super pomysł na prezent dla fana Marvela.</strong></span></p><p><span style="font-size: 10pt;"><strong>Sprawdź także pozostałe figurki Hasbro dostępne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Grinch with Bag Funko POP! 15 cm;Funko,Inne Filmy i Seriale;169,00zł;Funko;4-7 dni;Produkt dostępny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka Grinch with Bag Funko POP! 15 cm.</span></strong></p><p><span style="font-size: small;">Urocza figurka wykonana jest z winylu.</span></p><p><span style="font-size: small;">Wymiary: ok. 15 cm.</span></p><p><span style="font-size: small;">Całość w oryginalnym opakowaniu.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p><p><strong>Sprawdź także pozostałe figurki Funko POP! dostępne w sklepie GeekUP.</strong></p></div>
;1;Figurka Jaskier Wiedźmin Dark Horse 22 cm;Dark Horse,Wiedźmin;65,00zł;Dark Horse;4-7 dni;Produkt dostępny;<div class="resetcss" itemprop="description"><p><strong>Figurka Jaskier Wiedźmin Dark Horse 22 cm.</strong></p><p>Niesamowita figurka, świetne odzwierciedlone szczegóły i dbałość o detale.</p><p>Figurka umiejscowiona jest na podstawce.</p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p><span style="font-size: small;"><strong>Super pomysł na prezent dla każdego fana Wiedźmina. Sprawdź także pozostałe figurki dostępne w naszym sklepie.</strong></span></p><div id="spoon-plugin-kncgbdglledmjmpnikebkagnchfdehbm-2" style="display: none;"> </div></div>
;1;Figurka DC Multiverse Jim Gordon as Batman Endgame 18 cm McFarlane Toys 18 cm;McFarlane Toys,Batman;95,00zł;McFarlane Toys;4-7 dni;Produkt dostępny;<div class="resetcss" itemprop="description"><p><strong>Figurka DC Multiverse Jim Gordon as Batman Endgame 18 cm McFarlane Toys 18 cm.</strong></p><p>Figurka posiada kilkanaście punktów artykulacji oraz dodatkowe akcesoria.</p><p>Możliwość ustawienia figurki w różnych pozycjach.</p><p>Wymiary: ok. 18 cm.</p><p>Całość w oryginalnym opakowaniu z motywami DC Comics.</p><p>Produkt oryginalny, licencjonowany.</p><p>Sprawdź także pozostałe figurki McFarlane Toys dostępne w naszym geekowym sklepie.</p></div>
;1;Figurka DC Multiverse Jokerized Red Robin McFarlane Toys 18 cm;McFarlane Toys,Batman;89,00zł;McFarlane Toys;4-7 dni;Produkt dostępny;<div class="resetcss" itemprop="description"><p><strong>Figurka DC Multiverse Jokerized Red Robin McFarlane Toys 18 cm.</strong></p><p>Figurka posiada kilkanaście punktów artykulacji oraz dodatkowe akcesoria.</p><p>Możliwość ustawienia figurki w różnych pozycjach.</p><p>Wymiary: ok. 18 cm.</p><p>Całość w oryginalnym opakowaniu z motywami DC Comics.</p><p>Produkt oryginalny, licencjonowany.</p><p>Sprawdź także pozostałe figurki McFarlane Toys dostępne w naszym geekowym sklepie.</p></div>
;1;Figurka Demon Slayer Miecz Zabójcy Demonów McFarlane Toys Rui 18 cm;McFarlane Toys,Demon Slayer;89,00zł;McFarlane Toys;4-7 dni;Produkt dostępny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka Demon Slayer Miecz Zabójcy Demonów McFarlane Toys Rui 18 cm.</span></strong></p><p><span style="font-size: small;">Figurka posiada kilkanaście punktów artykulacji oraz dodatkowe akcesoria.</span></p><p><span style="font-size: small;">Wymiary: ok. 18 cm.</span></p><p><span style="font-size: small;">Całość w oryginalnym opakowaniu.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: small;">Jak na zdjęciu.</span> </p><p><span style="font-size: small;"><strong>Sprawdź także pozostałe figurki action dostępne w sklepie GeekUP.</strong></span></p></div>
;1;Figurka DC Retro Batman 66 Superman 15 cm;McFarlane Toys,Superman;89,00zł;McFarlane Toys;4-7 dni;Produkt dostępny;<div class="resetcss" itemprop="description"><p><strong>Figurka DC Retro Batman 66 Superman 15 cm.</strong></p><p>Figurka posiada kilkanaście punktów artykulacji oraz dodatkowe akcesoria.</p><p>Możliwość ustawienia figurki w różnych pozycjach.</p><p>Wymiary: ok. 15 cm.</p><p>Całość w oryginalnym opakowaniu z motywami DC Comics.</p><p>Produkt oryginalny, licencjonowany.</p><p>Sprawdź także pozostałe figurki McFarlane Toys dostępne w naszym geekowym sklepie.</p></div>
;1;Figurka Spawn McFarlane Toys Sinn 18 cm;McFarlane Toys,Inne Gry;89,00zł;McFarlane Toys;4-7 dni;Produkt dostępny;<div class="resetcss" itemprop="description"><p><strong>Figurka Spawn McFarlane Toys Sinn 18 cm.</strong></p><p>Figurka posiada kilkanaście punktów artykulacji oraz dodatkowe akcesoria.</p><p>Możliwość ustawienia figurki w różnych pozycjach.</p><p>Wymiary: ok. 18 cm.</p><p>Całość w oryginalnym opakowaniu.</p><p>Produkt oryginalny, licencjonowany.</p><p>Sprawdź także pozostałe figurki McFarlane Toys dostępne w naszym geekowym sklepie.</p></div>
