ID;Active (0/1);Name *;Categories (x,y,z...);Wholesale price;Brand;Delivery;Availability;Description
;1;Figurka NECA Teenage Mutant Ninja Turtles (Archie Comics) Man Ray 18 cm;(NECA,¯ó³wie Ninja (TMNT));229,00z³;NECA;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka NECA Teenage Mutant Ninja Turtles (Archie Comics) Man Ray.</span></strong></p><p><span style="font-size: small;">Wymiary: ok. 18 cm.</span></p><p><span style="font-size: small;">Œwietne wykonanie, dodatkowe akcesoria w zestawie. Figurka ruchoma, kilkanaœcie punktów artykulacji/ ustawienia.</span></p><p><span style="font-size: small;">Idealny pomys³ na prezent lub poszerzenie kolekcji.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p><span style="font-size: small;"><strong>Warto tak¿e zerkn¹æ na pozosta³e figurki dostêpne w naszej ofercie.</strong></span></p></div>
;1;Figurka NECA M3EGAN Toony Terrors M3EGAN 15 cm;(NECA,Inne Filmy i Seriale);115,00z³;NECA;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka NECA M3EGAN Toony Terrors M3EGAN.</strong></p><p><span style="font-size: small;">Wymiary: ok. 15 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p><span style="font-size: small;"><strong>Warto tak¿e zerkn¹æ na pozosta³e figurki dostêpne w naszej ofercie.</strong></span></p></div>
;1;Figurka NECA Teenage Mutant Ninja Turtles (Mirage Comics) Action Figure Savanti Romero 18 cm;(NECA,¯ó³wie Ninja (TMNT));199,00z³;NECA;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka NECA Teenage Mutant Ninja Turtles (Mirage Comics) Savanti Romero.</span></strong></p><p><span style="font-size: small;">Wymiary: ok. 18 cm.</span></p><p><span style="font-size: small;">Œwietne wykonanie, dodatkowe akcesoria w zestawie. Figurka ruchoma, kilkanaœcie punktów artykulacji/ ustawienia.</span></p><p><span style="font-size: small;">Idealny pomys³ na prezent lub poszerzenie kolekcji.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p><span style="font-size: small;"><strong>Warto tak¿e zerkn¹æ na pozosta³e figurki dostêpne w naszej ofercie.</strong></span></p></div>
;1;Figurka NECA Misfits Toony Terrors The Fiend (Black Robe) 15 cm;(NECA,Gad¿ety muzyczne);119,00z³;NECA;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka NECA Misfits Toony Terrors The Fiend (Black Robe).</strong></p><p><span style="font-size: small;">Wymiary: ok. 15 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p><span style="font-size: small;"><strong>Warto tak¿e zerkn¹æ na pozosta³e figurki dostêpne w naszej ofercie.</strong></span></p></div>
;1;Figurka NECA Rob Zombie's The Munsters Ultimate Lily Munster 18 cm;(NECA,Inne Filmy i Seriale);249,00z³;NECA;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka NECA Rob Zombie's The Munsters Ultimate Lily Munster.</span></strong></p><p><span style="font-size: small;">Wymiary: ok. 18 cm.</span></p><p><span style="font-size: small;">Œwietne wykonanie, dodatkowe akcesoria w zestawie. Figurka ruchoma, kilkanaœcie punktów artykulacji/ ustawienia.</span></p><p><span style="font-size: small;">Idealny pomys³ na prezent lub poszerzenie kolekcji.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p><span style="font-size: small;"><strong>Warto tak¿e zerkn¹æ na pozosta³e figurki dostêpne w naszej ofercie.</strong></span></p></div>
;1;Figurka NECA DC Comics Toony Classics Superman 15 cm;(NECA,Superman);119,00z³;NECA;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka NECA DC Comics Toony Classics Superman.</strong></p><p><span style="font-size: small;">Wymiary: ok. 15 cm.</span></p><p><span style="font-size: small;">Idealny pomys³ na prezent lub poszerzenie kolekcji dla fana Supermana i DC Comics.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p><span style="font-size: small;"><strong>Warto tak¿e zerkn¹æ na pozosta³e figurki dostêpne w naszej ofercie.</strong></span></p></div>
;1;Figurka NECA Teenage Mutant Ninja Turtles (Mirage Comics) Battle Damaged Shredder 18 cm;(NECA,¯ó³wie Ninja (TMNT));249,00z³;NECA;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka NECA Teenage Mutant Ninja Turtles (Mirage Comics) Battle Damaged Shredder.</span></strong></p><p><span style="font-size: small;">Wymiary: ok. 18 cm.</span></p><p><span style="font-size: small;">Œwietne wykonanie, dodatkowe akcesoria w zestawie. Figurka ruchoma, kilkanaœcie punktów artykulacji/ ustawienia.</span></p><p><span style="font-size: small;">Idealny pomys³ na prezent lub poszerzenie kolekcji.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p><span style="font-size: small;"><strong>Warto tak¿e zerkn¹æ na pozosta³e figurki dostêpne w naszej ofercie.</strong></span></p></div>
;1;Figurka NECA Teenage Mutant Ninja Turtles (Mirage Comics) Splinter 18 cm;(NECA,¯ó³wie Ninja (TMNT));249,00z³;NECA;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka NECA Teenage Mutant Ninja Turtles (Mirage Comics) Splinter.</strong></p><p><span style="font-size: small;">Wymiary: ok. 18 cm.</span></p><p><span style="font-size: small;">Œwietne wykonanie, dodatkowe akcesoria w zestawie. Figurka ruchoma, kilkanaœcie punktów artykulacji/ ustawienia.</span></p><p><span style="font-size: small;">Idealny pomys³ na prezent lub poszerzenie kolekcji.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p><span style="font-size: small;"><strong>Warto tak¿e zerkn¹æ na pozosta³e figurki dostêpne w naszej ofercie.</strong></span></p></div>
;1;Figurka NECA Teenage Mutant Ninja Turtles (Mirage Comics) Ultimate Foot Ninja 18 cm;(NECA,¯ó³wie Ninja (TMNT));249,00z³;NECA;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka NECA Teenage Mutant Ninja Turtles (Mirage Comics) Ultimate Foot Ninja.</span></strong></p><p><span style="font-size: small;">Wymiary: ok. 18 cm.</span></p><p><span style="font-size: small;">Œwietne wykonanie, dodatkowe akcesoria w zestawie. Figurka ruchoma, kilkanaœcie punktów artykulacji/ ustawienia.</span></p><p><span style="font-size: small;">Idealny pomys³ na prezent lub poszerzenie kolekcji.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p><span style="font-size: small;"><strong>Warto tak¿e zerkn¹æ na pozosta³e figurki dostêpne w naszej ofercie.</strong></span></p></div>
;1;Figurka FuRyu Anya Forger Spy x Family 7 cm;(FuRyu,Spy x Family);109,00z³;FuRyu;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka FuRyu Anya Forger Spy x Family.</span></strong></p><p><span style="font-size: small;">Wymiary: ok. 7 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: PVC.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Podk³adki Gra o Tron Game Of Thrones Podstawki;(Game Of Thrones,Akcesoria Kuchenne);39,00z³;Game Of Thrones;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Podk³adki Game of Thrones - Gra o Tron.</strong></p><p>Komplet 4 podk³adek pod kubki czy szklanki.</p><p>Materia³: korek.</p><p>Produkt oryginalny, licencjonowany.</p><p><strong>Warto tak¿e sprawdziæ pozosta³e gad¿ety z Gry o Tron dostêpne w naszym sklepie.</strong></p></div>
;1;Figurka FuRyu Spy x Family Trio-Try-iT Anya Forger 12 cm;(FuRyu,Spy x Family);145,00z³;FuRyu;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka FuRyu Spy x Family Trio-Try-iT Anya Forger.</strong></p><p><span style="font-size: small;">Wymiary: ok. 12 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: PVC.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka NECA Teenage Mutant Ninja Turtles (Mirage Comics) Casey Jones in Red shirt 18 cm;(NECA,¯ó³wie Ninja (TMNT));249,00z³;NECA;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka NECA Teenage Mutant Ninja Turtles (Mirage Comics) Casey Jones in Red shirt.</strong></p><p><span style="font-size: small;">Wymiary: ok. 18 cm.</span></p><p><span style="font-size: small;">Œwietne wykonanie, dodatkowe akcesoria w zestawie. Figurka ruchoma, kilkanaœcie punktów artykulacji/ ustawienia.</span></p><p><span style="font-size: small;">Idealny pomys³ na prezent lub poszerzenie kolekcji.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p><span style="font-size: small;"><strong>Warto tak¿e zerkn¹æ na pozosta³e figurki dostêpne w naszej ofercie.</strong></span></p></div>
;1;Figurka FuRyu Tawawa on Monday Noodle Stopper Aichan 13 cm;(FuRyu,Inne Bajki, Anime, Komiksy);109,00z³;FuRyu;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka FuRyu Tawawa on Monday Noodle Stopper Aichan.</strong></p><p><span style="font-size: small;">Wymiary: ok. 13 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: PVC.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka FuRyu Chainsaw Man Hikkake Chainsaw Man 10 cm;(FuRyu,Chainsaw Man);99,00z³;FuRyu;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka FuRyu Chainsaw Man Hikkake Chainsaw Man.</strong></p><p><span style="font-size: small;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: PVC.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka FuRyu Tokyo Revengers Keisuke Baji Chinese Clothes Ver. 19 cm;(FuRyu,Inne Bajki, Anime, Komiksy);99,00z³;FuRyu;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka FuRyu Tokyo Revengers Keisuke Baji Chinese Clothes Ver.</strong></p><p><span style="font-size: small;">Wymiary: ok. 19 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: PVC.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka FuRyu Spy x Family Anya & Penguin 10 cm;(FuRyu,Spy x Family);95,00z³;FuRyu;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka FuRyu Spy x Family Anya &amp; Penguin.</strong></p><p><span style="font-size: small;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: PVC.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka FuRyu Tokyo Revengers Hikkake Takashi Mitsuya 10 cm;(FuRyu,Inne Bajki, Anime, Komiksy);55,00z³;FuRyu;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka FuRyu Tokyo Revengers Hikkake Takashi Mitsuya.</strong></p><p><span style="font-size: small;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: PVC.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka FuRyu Hell's Paradise Hikkake Tenza 10 cm;(FuRyu,Inne Bajki, Anime, Komiksy);59,00z³;FuRyu;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka FuRyu Hell's Paradise Hikkake Tenza.</strong></p><p><span style="font-size: small;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: PVC.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka FuRyu Tokyo Revengers Noodle Stopper Chifuyu Matsuno Chinese Clothes Ver. 14 cm;(FuRyu,Inne Bajki, Anime, Komiksy);75,00z³;FuRyu;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka FuRyu Tokyo Revengers Noodle Stopper Chifuyu Matsuno Chinese Clothes.</strong></p><p><span style="font-size: small;">Wymiary: ok. 14 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: PVC.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka FuRyu Love Live! Nijigasaki High School Idol Club Chobirume Mia Taylor 8 cm;(FuRyu,Inne Bajki, Anime, Komiksy);39,00z³;FuRyu;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka FuRyu Love Live! Nijigasaki High School Idol Club Chobirume Mia Taylor.</strong></p><p><span style="font-size: small;">Wymiary: ok. 8 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: PVC.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Portmonetka Portfel Loungefly Funko Disney Princess Jasmin;(Loungefly by Funko,Portfele);199,00z³;Loungefly by Funko;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p>Przedstawiamy<strong> gad¿ety, akcesoria i dodatki od Loungefly </strong>czyli firmy z rodziny Funko<strong>. Produkty Loungefly </strong>charakteryzuje<strong> niezwyk³y design, </strong>najwy¿sza jakoœæ wykonania i dba³oœæ o detale. Od toreb, plecaków i portfeli po opaski na g³owê, torebki, przypinki - znajdzie siê coœ, co bêdzie pasowaæ do ka¿dego stylu.</p><p><strong>Portfel Portmonetka Loungefly Disney Princess Jasmin.</strong></p><p>Oficjalny i oryginalny produkt.</p><p>Materia³: skóra PU.</p><p>wymiary: 20 x 10 x 2,5 cm.</p><p>Zerknij tak¿e na pozosta³e akcesoria Loungefly dostêpne w naszym geekowym sklepie.</p><p> </p></div>
;1;Figurka FuRyu Identity V Noodle Stopper Dinner Party Coordinator Martha Behamfil 13 cm;(FuRyu,Inne Bajki, Anime, Komiksy);75,00z³;FuRyu;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka FuRyu Identity V Noodle Stopper Dinner Party Coordinator Martha Behamfil.</strong></p><p><span style="font-size: small;">Wymiary: ok. 13 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: PVC.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Azog The  Defiler Hobbit WETA Mini Epics 16 cm Limited Edition;(Weta Workshop,Hobbit);235,00z³;Weta Workshop;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka WETA Lord Of The Rings Mini Epics - Azog Limited Edition.</strong></p><p><span style="font-size: small;">Wymiary: ok. 16 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: winyl.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Eleven Season 1 Stranger Things WETA Mini Epics 14 cm;(Weta Workshop,Stranger Things);125,00z³;Weta Workshop;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka WETA Stranger Things - Eleven Season 1.</strong></p><p><span style="font-size: small;">Wymiary: ok. 14 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: winyl.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Treebeard Lord Of The Rings WETA Mini Epics 25 cm;(Weta Workshop,Lord Of The Rings);289,00z³;Weta Workshop;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka WETA Lord Of The Rings Mini Epics - Treebeard.</strong></p><p><span style="font-size: small;">Wymiary: ok. 25 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: winyl.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka The Witch King Lord Of The Rings WETA Mini Epics 19 cm Limited Edition;(Weta Workshop,Lord Of The Rings);159,00z³;Weta Workshop;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka WETA Lord Of The Rings Mini Epics - The Witch King of the Unseen Lands.</strong></p><p><span style="font-size: small;">Wymiary: ok. 19 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: winyl.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka The Witch King Lord Of The Rings WETA Mini Epics 19 cm;(Weta Workshop,Lord Of The Rings);195,00z³;Weta Workshop;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka WETA Lord Of The Rings Mini Epics - The Witch King of the Unseen Lands.</strong></p><p><span style="font-size: small;">Wymiary: ok. 19 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: winyl.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Geralt The Witcher WETA Mini Epics 16 cm;(Weta Workshop,WiedŸmin);139,00z³;Weta Workshop;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka WETA The Witcher - Geralt Of Rivia Season 2.</strong></p><p><span style="font-size: small;">Wymiary: ok. 16 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: winyl.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Lara Croft & Raptor Tomb Raider WETA Mini Epics 24 cm;(Weta Workshop,Inne Gry);499,00z³;Weta Workshop;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka WETA Mini Epics Tomb Raider - Lara Croft and Raptor.</strong></p><p><span style="font-size: small;">Wymiary: ok. 24 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: winyl.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Samwise Gamgee Lord Of The Rings WETA Mini Epics 13 cm;(Weta Workshop,Lord Of The Rings);229,00z³;Weta Workshop;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka WETA Lord Of The Rings Mini Epics - Samwise Gamgee Limited Edition.</strong></p><p><span style="font-size: small;">Wymiary: ok. 13 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: winyl.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Bilbo Baggins Hobbit WETA Mini Epics 10 cm;(Weta Workshop,Hobbit);95,00z³;Weta Workshop;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka WETA Hobbit Mini Epics - Bilbo Baggins.</strong></p><p><span style="font-size: small;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: winyl.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Lara Croft Tomb Raider WETA Mini Epics 17 cm;(Weta Workshop,Inne Gry);149,00z³;Weta Workshop;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka WETA Mini Epics Tomb Raider - Lara Croft.</strong></p><p><span style="font-size: small;">Wymiary: ok. 17 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: winyl.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Thorin Oakenshield Hobbit WETA Mini Epics 15 cm;(Weta Workshop,Hobbit);219,00z³;Weta Workshop;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka WETA Lord Of The Rings Mini Epics - Thorin.</strong></p><p><span style="font-size: small;">Wymiary: ok. 15 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: winyl.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Samwise Lord Of The Rings WETA Mini Epics 11 cm;(Weta Workshop,Lord Of The Rings);219,00z³;Weta Workshop;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka WETA Lord Of The Rings Mini Epics - Samwise.</strong></p><p><span style="font-size: small;">Wymiary: ok. 11 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: winyl.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka King Of Dead Lord Of The Rings WETA Mini Epics 18 cm;(Weta Workshop,Lord Of The Rings);149,00z³;Weta Workshop;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka WETA Lord Of The Rings Mini Epics - King of the Dead.</strong></p><p><span style="font-size: small;">Wymiary: ok. 18 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: winyl.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Bilbo Baggins Lord Of The Rings WETA Mini Epics 18 cm;(Weta Workshop,Lord Of The Rings);169,00z³;Weta Workshop;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka WETA Lord Of The Rings Mini Epics - Bilbo Baggins.</strong></p><p><span style="font-size: small;">Wymiary: ok. 18 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: winyl.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka King Of Dead Lord Of The Rings WETA Mini Epics 18 cm Limited Edition;(Weta Workshop,Lord Of The Rings);219,00z³;Weta Workshop;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka WETA Lord Of The Rings Mini Epics - King of the Dead.</strong></p><p><span style="font-size: small;">Wymiary: ok. 18 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: winyl.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Azog The  Defiler Hobbit WETA Mini Epics 15 cm;(Weta Workshop,Hobbit);235,00z³;Weta Workshop;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka WETA Lord Of The Rings Mini Epics - Azog.</strong></p><p><span style="font-size: small;">Wymiary: ok. 15 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: winyl.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Demon Slayer Miecz Zabójcy Demonów McFarlane Toys Hashibira Inosuke 18 cm;(McFarlane Toys,Demon Slayer);139,00z³;McFarlane Toys;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurki Demon Slayer od McFarlane Toys z serii Action Figures - Inosuke Hashibira.</strong></p><p><span style="font-size: small;">Figurka posiada kilkanaœcie punktów artykulacji oraz dodatkowe akcesoria.</span></p><p><span style="font-size: small;">Wymiary: ok. 18 cm.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: small;">Jak na zdjêciu.</span> </p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki action dostêpne w sklepie GeekUP.</strong></span></p></div>
;1;Figurka Hasbro Transformers Generations Legacy United Core Class Cheetor 9 cm;(Hasbro,Inne Filmy i Seriale);79,00z³;Hasbro;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p class="p1"><strong>Figurka Hasbro Transformers Generations Legacy United Core Class Cheetor 9 cm.</strong></p><p class="p1">Wysoka jakoœæ wykonania.</p><p class="p3">Wymiary: ok. 9 cm.</p><p class="p3">Oficjalny, nowy produkt od Hasbro.</p><p class="p3"><strong>Ciekawy pomys³ na prezent dla fana Transformersów.</strong></p></div>
;1;Figurka Star Wars The Mandalorian Vintage The Rescue Set 10 cm;(Star Wars,Star Wars Gwiezdne Wojny);549,00z³;Star Wars;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><span style="font-size: 10pt;"><strong>Figurka Star Wars Vintage Collection The Mandalorian - The Rescue Set.</strong></span></p><p><span style="font-size: 10pt;">Figurka posiada kilka punktów artykulacji oraz dodatkowe akcesoria.</span></p><p><span style="font-size: 10pt;">Mo¿liwoœæ ustawienia figurki w ró¿nych pozycjach.</span></p><p><span style="font-size: 10pt;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: 10pt;">Materia³: PVC.</span></p><p><span style="font-size: 10pt;">Ca³oœæ w oryginalnym opakowaniu z motywami Star Wars.</span></p><p><span style="font-size: 10pt;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: 10pt;">Jak na zdjêciu. </span></p><p><span style="font-size: 10pt;"><strong>Ciekawy pomys³ na prezent dla fana Star Wars.</strong></span></p><p><span style="font-size: 10pt;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
